WP_002058523.1	GENOMAD.162608.PC	4.301E-05	25.200	0.937	0.661	0.252	44
WP_002058523.1	GENOMAD.145286.PC	4.301E-05	28.400	0.770	0.500	0.284	44
WP_032055313.1	GENOMAD.191444.PC	1.960E-64	78.100	0.937	0.788	0.781	216
WP_032055313.1	GENOMAD.181414.CP	6.769E-05	27.600	0.727	0.717	0.276	44
WP_141640513.1	GENOMAD.125907.CP	3.500E-49	18.900	0.994	0.982	0.189	195
WP_141640513.1	GENOMAD.127260.CP	3.466E-24	22.900	0.369	0.328	0.229	113
WP_141640513.1	GENOMAD.126471.CP	4.763E-12	25.400	0.193	0.206	0.254	73
WP_141640513.1	GENOMAD.126873.CP	1.924E-11	23.000	0.227	0.260	0.230	71
WP_141640513.1	GENOMAD.124336.CP	1.029E-08	19.800	0.267	0.203	0.198	62
WP_141640513.1	GENOMAD.123591.CP	3.371E-07	20.800	0.219	0.252	0.208	57
WP_141640513.1	GENOMAD.181751.CP	7.254E-04	32.000	0.081	0.127	0.320	46
WP_141640513.1	GENOMAD.140349.CP	7.254E-04	31.400	0.082	0.091	0.314	46
WP_141640513.1	GENOMAD.136778.CP	7.254E-04	18.300	0.236	0.234	0.183	46
WP_053034743.1	GENOMAD.148234.CP	2.156E-16	28.700	0.966	0.863	0.287	79
WP_053034743.1	GENOMAD.152460.CP	5.560E-13	26.800	0.983	0.807	0.268	69
WP_053034743.1	GENOMAD.151125.CP	2.771E-11	25.700	0.994	0.967	0.257	64
WP_053034743.1	GENOMAD.148554.CP	2.771E-11	26.200	0.910	0.805	0.262	64
WP_053034743.1	GENOMAD.151427.CP	1.317E-10	25.700	0.955	0.885	0.257	62
WP_053034743.1	GENOMAD.151859.CP	2.869E-10	25.000	0.977	0.826	0.250	61
WP_053034743.1	GENOMAD.151027.CP	2.869E-10	25.000	0.944	0.821	0.250	61
WP_053034743.1	GENOMAD.161262.CP	6.244E-10	29.300	0.740	0.500	0.293	60
WP_053034743.1	GENOMAD.151031.CP	2.950E-09	26.100	0.864	0.801	0.261	58
WP_053034743.1	GENOMAD.151609.CP	6.406E-09	23.900	0.927	0.807	0.239	57
WP_053034743.1	GENOMAD.154399.CP	3.051E-06	25.400	0.763	0.553	0.254	49
WP_053034743.1	GENOMAD.152749.CP	1.409E-05	21.800	0.977	0.823	0.218	47
WP_053034743.1	GENOMAD.075598.PP	2.956E-04	21.000	0.944	0.904	0.210	43
WP_142810254.1	GENOMAD.116612.CP	1.062E-09	24.200	0.624	0.349	0.242	62
WP_214005375.1	GENOMAD.147577.CP	3.222E-94	77.100	0.602	0.966	0.771	312
WP_213351604.1	GENOMAD.110966.PP	4.363E-67	53.800	1.000	0.929	0.538	228
WP_213351604.1	GENOMAD.109946.PP	3.337E-08	22.200	0.900	0.760	0.222	56
WP_005090833.1	GENOMAD.152143.CP	1.965E-23	40.300	0.924	0.806	0.403	98
WP_005090833.1	GENOMAD.179107.CP	1.001E-12	36.900	0.690	0.634	0.369	67
WP_005090833.1	GENOMAD.007990.CC	5.931E-09	32.200	0.724	0.682	0.322	56
WP_178319151.1	GENOMAD.123243.CP	3.147E-10	18.900	0.788	0.782	0.189	65
WP_178319151.1	GENOMAD.135937.CP	1.330E-05	21.600	0.425	0.388	0.216	50
WP_216312214.1	GENOMAD.136323.VP	2.003E-06	24.300	0.461	0.274	0.243	52
WP_216312214.1	GENOMAD.148101.VP	3.011E-04	24.100	0.404	0.425	0.241	45
WP_216312214.1	GENOMAD.145539.VP	3.011E-04	29.700	0.278	0.278	0.297	45
WP_001682534.1	GENOMAD.210446.CP	5.162E-04	38.000	0.138	0.571	0.380	45
WP_216955727.1	GENOMAD.209511.VP	3.922E-13	26.600	0.595	0.535	0.266	73
WP_216955727.1	GENOMAD.119041.VV	1.266E-09	31.500	0.383	0.400	0.315	62
WP_216955727.1	GENOMAD.079325.VV	5.433E-09	18.200	0.997	0.772	0.182	60
WP_216955727.1	GENOMAD.220795.VP	3.662E-06	20.200	0.706	0.694	0.202	51
WP_216955727.1	GENOMAD.191729.VV	1.544E-05	25.900	0.399	0.426	0.259	49
WP_216955727.1	GENOMAD.194765.VP	5.580E-04	42.900	0.171	0.720	0.429	44
WP_017900971.1	GENOMAD.151096.CP	2.760E-05	20.900	0.444	0.531	0.209	49
WP_017071357.1	GENOMAD.216309.CP	6.700E-29	51.600	0.982	0.926	0.516	112
WP_017071357.1	GENOMAD.216247.CP	1.358E-21	47.100	0.911	0.742	0.471	91
WP_061018108.1	GENOMAD.005978.CC	4.237E-25	29.100	0.603	0.330	0.291	112
WP_063662858.1	GENOMAD.153478.VV	3.517E-04	46.200	0.131	0.333	0.462	45
WP_004575616.1	GENOMAD.153938.PC	1.344E-196	62.000	0.996	0.960	0.620	618
WP_004575616.1	GENOMAD.161312.PC	1.784E-09	19.100	0.576	0.599	0.191	63
WP_157204682.1	GENOMAD.211774.PC	2.777E-153	30.700	0.992	0.904	0.307	518
WP_067382339.1	GENOMAD.208891.CP	9.495E-71	29.900	0.967	0.815	0.299	254
WP_221586477.1	GENOMAD.193720.PC	1.050E-16	27.700	0.775	0.763	0.277	82
WP_221954521.1	GENOMAD.057995.PP	2.200E-70	26.000	0.919	0.933	0.260	259
WP_221954521.1	GENOMAD.080888.PP	1.734E-09	19.500	0.385	0.434	0.195	64
WP_221954521.1	GENOMAD.076786.PP	1.900E-06	18.800	0.352	0.367	0.188	54
WP_222374920.1	GENOMAD.219415.VV	6.852E-05	32.000	0.258	0.791	0.320	47
WP_191772790.1	GENOMAD.211774.PC	1.902E-275	43.600	1.000	0.917	0.436	876
WP_225711537.1	GENOMAD.005978.CC	7.246E-21	34.400	0.505	0.223	0.344	97
WP_001300012.1	GENOMAD.136505.CP	5.900E-32	26.600	0.909	0.817	0.266	132
WP_001300012.1	GENOMAD.137766.CP	2.309E-25	23.800	0.932	0.875	0.238	112
WP_001300012.1	GENOMAD.138333.CP	2.205E-24	23.100	0.977	0.927	0.231	109
WP_001300012.1	GENOMAD.142646.CP	6.372E-18	20.700	0.990	0.987	0.207	89
WP_001300012.1	GENOMAD.142805.CP	4.122E-14	21.700	0.752	0.684	0.217	77
WP_001300012.1	GENOMAD.124420.CP	2.061E-09	18.300	0.896	0.661	0.183	62
WP_001300012.1	GENOMAD.145583.CP	2.608E-06	31.400	0.258	0.228	0.314	52
WP_001300012.1	GENOMAD.141447.CP	7.699E-04	16.800	0.799	0.791	0.168	44
WP_226282228.1	GENOMAD.181665.PC	7.816E-07	16.200	0.871	0.799	0.162	54
WP_106442563.1	GENOMAD.140366.CP	1.037E-05	25.200	0.660	0.581	0.252	48
WP_044630491.1	GENOMAD.115193.CP	3.239E-17	27.800	0.914	0.957	0.278	83
WP_044630491.1	GENOMAD.127083.CP	7.238E-16	26.700	0.927	0.909	0.267	79
WP_044630491.1	GENOMAD.001958.CC	7.505E-14	26.000	0.895	0.880	0.260	73
WP_044630491.1	GENOMAD.002816.CC	3.506E-11	24.700	0.868	0.706	0.247	65
WP_044630491.1	GENOMAD.133119.CP	1.586E-09	23.200	0.900	0.832	0.232	60
WP_044630491.1	GENOMAD.003517.CC	1.542E-08	22.900	0.877	0.867	0.229	57
WP_044630491.1	GENOMAD.003434.CC	1.483E-07	22.200	0.873	0.850	0.222	54
WP_044630491.1	GENOMAD.130119.CP	2.788E-05	19.500	0.950	0.870	0.195	47
WP_165431682.1	GENOMAD.167755.CP	2.270E-74	36.900	0.981	0.919	0.369	259
WP_165431682.1	GENOMAD.177010.CP	1.080E-26	23.100	0.939	0.942	0.231	117
WP_165431682.1	GENOMAD.170663.CP	1.776E-16	19.500	0.937	0.939	0.195	85
WP_165431682.1	GENOMAD.178009.CP	7.542E-16	19.200	0.937	0.959	0.192	83
WP_165431682.1	GENOMAD.166412.CP	1.553E-15	19.400	0.946	0.953	0.194	82
WP_165431682.1	GENOMAD.177035.CP	7.336E-11	26.500	0.407	0.417	0.265	67
WP_165431682.1	GENOMAD.177700.CP	2.209E-04	16.000	0.890	0.883	0.160	46
WP_168289359.1	GENOMAD.159559.CP	1.814E-09	41.400	0.159	0.341	0.414	63
WP_168289359.1	GENOMAD.127016.CP	4.264E-06	33.100	0.180	0.295	0.331	52
WP_086043923.1	GENOMAD.225085.VP	5.307E-17	61.000	0.639	0.785	0.610	77
WP_086043923.1	GENOMAD.227912.VV	1.108E-09	50.100	0.588	0.687	0.501	56
WP_086043923.1	GENOMAD.133170.VV	8.270E-05	39.700	0.546	0.760	0.397	42
WP_189770892.1	GENOMAD.205333.CP	1.104E-116	45.800	1.000	0.987	0.458	383
WP_189770892.1	GENOMAD.208829.PC	1.274E-18	20.800	0.840	0.883	0.208	92
WP_189770892.1	GENOMAD.206891.PC	5.401E-13	21.700	0.640	0.625	0.217	74
WP_189770892.1	GENOMAD.210387.PC	6.824E-06	17.700	0.698	0.617	0.177	51
WP_192965967.1	GENOMAD.183682.CP	5.401E-54	24.700	0.964	0.975	0.247	203
WP_192965967.1	GENOMAD.182341.CP	4.149E-17	18.000	0.960	0.969	0.180	88
WP_192965967.1	GENOMAD.182323.CP	8.443E-17	20.900	0.620	0.759	0.209	87
WP_192965967.1	GENOMAD.189907.CP	9.394E-06	21.100	0.345	0.307	0.211	51
WP_192965967.1	GENOMAD.178295.CP	1.899E-05	38.600	0.124	0.168	0.386	50
WP_193439629.1	GENOMAD.205919.PC	1.277E-07	39.900	0.868	0.795	0.399	49
WP_193439629.1	GENOMAD.212066.PC	8.154E-05	54.900	0.474	0.346	0.549	41
WP_193439629.1	GENOMAD.195768.PC	9.202E-04	34.100	0.829	0.845	0.341	38
WP_039503589.1	GENOMAD.179398.PC	1.506E-29	39.900	0.965	0.716	0.399	117
WP_211672229.1	GENOMAD.193040.CP	7.419E-10	32.000	0.620	0.283	0.320	60
WP_115027863.1	GENOMAD.169942.PC	1.116E-36	32.800	0.908	0.928	0.328	143
WP_115027863.1	GENOMAD.169949.PC	3.623E-23	31.100	0.723	0.658	0.311	103
WP_057440174.1	GENOMAD.100682.CP	2.239E-38	74.500	0.358	0.881	0.745	147
WP_057440174.1	GENOMAD.105993.CP	8.790E-26	28.100	0.944	0.852	0.281	110
WP_057440174.1	GENOMAD.108193.CP	9.705E-22	31.300	0.731	0.728	0.313	98
WP_057440174.1	GENOMAD.108134.CP	1.684E-10	24.200	0.728	0.599	0.242	64
WP_004249580.1	GENOMAD.099678.CP	2.437E-50	32.400	0.953	0.224	0.324	186
WP_004249580.1	GENOMAD.088168.CP	3.635E-39	29.700	0.932	0.811	0.297	153
WP_004249580.1	GENOMAD.111235.CP	8.409E-29	23.500	0.989	0.843	0.235	122
WP_004249580.1	GENOMAD.100746.CP	1.803E-28	26.000	0.910	0.816	0.260	121
WP_004249580.1	GENOMAD.102986.CP	5.566E-19	22.100	0.940	0.843	0.221	92
WP_004249580.1	GENOMAD.094403.CP	1.033E-10	18.900	0.934	0.915	0.189	66
WP_004249580.1	GENOMAD.096720.CP	6.678E-08	29.700	0.334	0.258	0.297	57
WP_004249580.1	GENOMAD.078442.CP	1.367E-07	19.000	0.759	0.725	0.190	56
WP_004249580.1	GENOMAD.090151.CP	1.168E-06	17.400	0.934	0.968	0.174	53
WP_004249580.1	GENOMAD.089543.CP	2.029E-05	16.800	0.942	0.969	0.168	49
WP_004249580.1	GENOMAD.094523.CP	4.137E-05	16.900	0.836	0.772	0.169	48
WP_138441194.1	GENOMAD.176826.PC	6.877E-24	32.300	0.956	0.876	0.323	102
WP_138441194.1	GENOMAD.177969.PC	5.309E-12	25.000	0.922	0.865	0.250	67
WP_138441194.1	GENOMAD.178708.PC	1.159E-10	28.100	0.696	0.615	0.281	63
WP_046005547.1	GENOMAD.111615.CP	2.576E-38	46.600	0.897	0.988	0.466	143
WP_046005547.1	GENOMAD.114406.CP	6.045E-16	41.600	0.551	0.510	0.416	78
WP_046005547.1	GENOMAD.115283.CP	7.423E-11	27.300	0.827	0.796	0.273	63
WP_046005547.1	GENOMAD.113495.CP	7.163E-04	22.800	0.757	0.652	0.228	42
WP_148109562.1	GENOMAD.181665.PC	6.884E-15	18.800	0.806	0.795	0.188	80
WP_140139604.1	GENOMAD.206124.PC	4.940E-17	25.400	0.421	0.443	0.254	88
WP_011622722.1	GENOMAD.117198.CP	1.155E-25	72.800	1.000	1.000	0.728	100
WP_011622722.1	GENOMAD.110120.CP	1.818E-07	57.600	0.606	0.656	0.576	48
WP_011622722.1	GENOMAD.132365.CP	1.040E-05	52.500	0.591	0.435	0.525	43
WP_011622722.1	GENOMAD.119518.CP	1.183E-04	65.200	0.439	0.644	0.652	40
WP_011622722.1	GENOMAD.142288.CP	2.660E-04	42.000	0.697	0.750	0.420	39
WP_011622722.1	GENOMAD.118743.CP	2.660E-04	47.400	0.606	0.569	0.474	39
WP_000395341.1	GENOMAD.171879.CP	1.717E-04	32.900	0.138	0.750	0.329	47
WP_060766122.1	GENOMAD.210453.PC	1.681E-92	69.200	0.995	0.735	0.692	301
WP_151001978.1	GENOMAD.120831.CP	7.657E-90	74.900	0.427	1.000	0.749	306
WP_151001978.1	GENOMAD.119486.CP	8.059E-26	89.700	0.128	0.857	0.897	115
WP_151001978.1	GENOMAD.121575.CP	2.162E-07	27.100	0.295	0.978	0.271	56
WP_151055846.1	GENOMAD.177792.CP	1.950E-37	41.700	0.969	0.843	0.417	141
WP_151055846.1	GENOMAD.171493.CP	4.468E-11	24.400	0.872	0.735	0.244	64
WP_151730648.1	GENOMAD.223046.VP	1.301E-19	27.100	0.943	0.906	0.271	91
WP_151730648.1	GENOMAD.075959.VV	2.332E-08	28.400	0.530	0.496	0.284	57
WP_246730025.1	GENOMAD.205527.PC	6.100E-119	53.600	0.997	0.888	0.536	386
WP_166836075.1	GENOMAD.218118.PC	1.178E-15	23.200	0.837	0.809	0.232	81
WP_152577794.1	GENOMAD.045669.VV	1.038E-07	32.100	0.088	0.151	0.321	59
WP_152577794.1	GENOMAD.019165.VV	6.790E-06	32.400	0.077	0.066	0.324	53
WP_152577794.1	GENOMAD.020821.VV	1.102E-04	24.800	0.111	0.159	0.248	49
WP_152577794.1	GENOMAD.064018.VV	2.213E-04	22.200	0.133	0.230	0.222	48
WP_152577794.1	GENOMAD.068590.VV	8.915E-04	16.500	0.265	0.545	0.165	46
WP_168289365.1	GENOMAD.182279.CP	2.705E-101	55.700	0.917	0.920	0.557	333
WP_168289365.1	GENOMAD.181816.CP	2.104E-30	26.500	0.988	0.813	0.265	126
WP_168289365.1	GENOMAD.196955.CP	9.953E-07	32.100	0.291	0.220	0.321	53
WP_168289365.1	GENOMAD.167629.CP	4.180E-06	19.200	0.748	0.799	0.192	51
WP_095499164.1	GENOMAD.182295.CP	7.624E-18	29.800	0.482	0.880	0.298	89
WP_049558138.1	GENOMAD.121924.CP	3.758E-55	81.100	0.349	0.975	0.811	199
WP_049558138.1	GENOMAD.126832.CP	1.377E-15	35.000	0.405	0.765	0.350	81
WP_049558138.1	GENOMAD.121677.CP	1.333E-08	48.000	0.186	0.750	0.480	59
WP_099814981.1	GENOMAD.006160.VV	5.667E-05	35.900	0.251	0.118	0.359	47
WP_015387029.1	GENOMAD.226554.VV	8.791E-04	35.600	0.635	0.530	0.356	39
WP_045330737.1	GENOMAD.120978.PP	5.960E-125	78.400	1.000	0.914	0.784	396
WP_111305764.1	GENOMAD.094404.CP	1.653E-05	24.600	0.431	0.834	0.246	49
WP_111305764.1	GENOMAD.117240.CP	3.386E-05	17.600	0.908	0.798	0.176	48
WP_112157604.1	GENOMAD.166102.CP	1.185E-04	35.900	0.094	0.130	0.359	48
WP_113633770.1	GENOMAD.211336.PC	1.121E-174	90.800	1.000	0.979	0.908	542
WP_113633770.1	GENOMAD.168284.PC	6.771E-07	19.300	0.912	0.827	0.193	53
WP_113875702.1	GENOMAD.124160.CP	2.363E-04	26.700	0.341	0.411	0.267	45
WP_113905752.1	GENOMAD.080218.CV	4.569E-44	66.000	0.983	0.571	0.660	156
WP_111749168.1	GENOMAD.026404.VV	1.952E-42	42.600	0.301	0.259	0.426	171
WP_111749168.1	GENOMAD.079437.VV	7.178E-24	37.100	0.231	0.228	0.371	111
WP_111749168.1	GENOMAD.022283.VV	2.577E-15	30.300	0.230	0.226	0.303	83
WP_113915757.1	GENOMAD.181498.PC	1.528E-09	22.500	0.968	0.800	0.225	60
WP_113905759.1	GENOMAD.168263.CP	3.366E-05	28.200	0.331	0.727	0.282	48
WP_123237193.1	GENOMAD.130369.CP	2.327E-67	34.800	1.000	0.993	0.348	233
WP_123237193.1	GENOMAD.133400.CP	4.323E-30	27.800	1.000	0.994	0.278	124
WP_123237193.1	GENOMAD.133495.CP	1.010E-25	26.100	1.000	0.997	0.261	111
WP_123237193.1	GENOMAD.130495.CP	8.540E-16	22.000	1.000	0.997	0.220	81
WP_123237193.1	GENOMAD.136589.CP	8.540E-16	28.100	0.632	0.443	0.281	81
WP_123237193.1	GENOMAD.134268.CP	8.091E-15	19.200	0.987	0.982	0.192	78
WP_123237193.1	GENOMAD.151048.CP	4.346E-08	18.700	0.997	0.990	0.187	57
WP_123237193.1	GENOMAD.123264.CP	6.932E-06	23.500	0.523	0.228	0.235	50
WP_080967393.1	GENOMAD.140432.CP	3.374E-15	19.700	0.887	0.806	0.197	81
WP_080967393.1	GENOMAD.132241.CP	4.612E-08	17.400	0.853	0.744	0.174	58
WP_126849274.1	GENOMAD.159385.VC	3.285E-05	33.800	0.632	0.293	0.338	44
WP_024044844.1	GENOMAD.206145.PC	4.468E-11	22.900	0.761	0.666	0.229	66
WP_005463596.1	GENOMAD.117063.CP	2.925E-68	38.600	0.980	0.981	0.386	238
WP_005463596.1	GENOMAD.116900.CP	1.381E-36	30.100	0.887	0.794	0.301	145
WP_005463596.1	GENOMAD.116668.CP	1.432E-34	33.300	0.727	0.692	0.333	139
WP_005463596.1	GENOMAD.114966.CP	3.183E-30	27.800	0.873	0.846	0.278	126
WP_005463596.1	GENOMAD.115299.CP	1.465E-28	28.900	0.769	0.557	0.289	121
WP_005463596.1	GENOMAD.116262.CP	2.808E-23	26.400	0.789	0.758	0.264	105
WP_005463596.1	GENOMAD.117209.CP	5.974E-23	24.200	0.814	0.770	0.242	104
WP_005463596.1	GENOMAD.117121.CP	5.459E-21	24.000	0.882	0.777	0.240	98
WP_005463596.1	GENOMAD.115247.CP	5.459E-21	24.400	0.848	0.757	0.244	98
WP_005463596.1	GENOMAD.116962.CP	5.166E-20	25.200	0.749	0.750	0.252	95
WP_005463596.1	GENOMAD.117069.CP	2.154E-18	24.300	0.780	0.912	0.243	90
WP_005463596.1	GENOMAD.116572.CP	2.154E-18	22.500	0.910	0.913	0.225	90
WP_005463596.1	GENOMAD.117007.CP	3.856E-16	21.400	0.896	0.706	0.214	83
WP_005463596.1	GENOMAD.117278.CP	1.684E-15	20.900	0.797	0.639	0.209	81
WP_005463596.1	GENOMAD.118369.CP	7.333E-15	20.900	0.814	0.733	0.209	79
WP_005463596.1	GENOMAD.119470.CP	1.528E-14	21.600	0.848	0.613	0.216	78
WP_005463596.1	GENOMAD.115313.CP	3.182E-14	23.900	0.687	0.678	0.239	77
WP_005463596.1	GENOMAD.118444.CP	2.857E-13	22.400	0.732	0.473	0.224	74
WP_005463596.1	GENOMAD.118808.CP	2.251E-11	20.600	0.823	0.771	0.206	68
WP_005463596.1	GENOMAD.118863.CP	4.073E-10	19.900	0.831	0.717	0.199	64
WP_005463596.1	GENOMAD.118421.CP	1.496E-08	21.900	0.608	0.535	0.219	59
WP_005463596.1	GENOMAD.118455.CP	3.069E-08	22.200	0.580	0.575	0.222	58
WP_005463596.1	GENOMAD.111082.CP	2.641E-07	19.600	0.713	0.361	0.196	55
